date,tsm_usd,twse_twd,usdtwd,twse_usd_per_adr,premium,premium_ma60
2004-04-02,8.4983,45.8922,31.698,7.239,0.174,
2004-04-05,8.7323,47.8204,31.706,7.5412,0.1579,
2004-04-06,8.6839,47.8204,31.744,7.5322,0.1529,
2004-04-07,8.579,47.4348,31.644,7.4951,0.1446,
2004-04-08,8.4579,47.0491,31.668,7.4285,0.1386,
2004-04-12,8.6032,47.0491,31.668,7.4285,0.1581,
2004-04-13,8.5628,46.6635,31.532,7.3994,0.1572,
2004-04-14,8.6758,48.5924,31.657,7.6748,0.1304,
2004-04-15,8.4499,47.0491,31.74,7.4116,0.1401,
2004-04-16,8.3369,47.0491,31.91,7.3722,0.1309,
2004-04-19,8.3369,45.8922,31.663,7.247,0.1504,
2004-04-20,8.2723,47.0491,31.685,7.4245,0.1142,
2004-04-21,8.4983,47.4348,31.733,7.474,0.137,
2004-04-22,8.7243,47.8204,31.817,7.5149,0.1609,
2004-04-23,9.0794,49.3637,31.848,7.7499,0.1715,
2004-04-26,8.8292,48.9781,31.792,7.7029,0.1462,
2004-04-27,8.6113,48.9781,31.816,7.6971,0.1188,
2004-04-28,8.2723,47.8204,31.794,7.5203,0.1,
2004-04-29,8.0383,46.6635,32.023,7.2859,0.1033,
2004-04-30,7.6912,44.3497,32.02,6.9253,0.1106,
2004-05-03,7.7477,44.7354,32.06,6.9768,0.1105,
2004-05-04,7.9737,45.5066,32.013,7.1075,0.1219,
2004-05-05,7.7881,42.4216,31.997,6.629,0.1748,0.1441
2004-05-06,7.6267,42.8072,32.011,6.6863,0.1406,0.1439
2004-05-07,7.7235,43.9641,32.064,6.8557,0.1266,0.1434
2004-05-10,7.554,42.4216,32.295,6.5678,0.1502,0.1436
2004-05-11,7.9091,44.3497,32.412,6.8416,0.156,0.144
2004-05-12,7.8204,44.3497,32.223,6.8817,0.1364,0.1438
2004-05-13,7.7961,43.9641,32.338,6.7976,0.1469,0.1438
2004-05-14,7.6024,42.4216,32.39,6.5486,0.1609,0.1443
2004-05-17,7.2473,39.7222,32.467,6.1173,0.1847,0.1454
2004-05-18,7.3926,40.1078,32.431,6.1836,0.1955,0.1467
2004-05-19,7.5621,42.8072,32.323,6.6218,0.142,0.1465
2004-05-20,7.5056,42.4216,32.323,6.5621,0.1438,0.1465
2004-05-21,7.5863,42.4216,32.313,6.5642,0.1557,0.1467
2004-05-24,7.5863,41.6503,32.303,6.4468,0.1768,0.1474
2004-05-25,7.7154,42.036,32.341,6.4989,0.1872,0.1483
2004-05-26,7.9414,43.1928,32.302,6.6858,0.1878,0.1492
2004-05-27,8.1028,43.9641,32.283,6.8092,0.19,0.1501
2004-05-28,8.1916,44.7354,32.22,6.9422,0.18,0.1507
2004-06-01,8.0221,43.5785,32.225,6.7616,0.1864,0.1514
2004-06-02,7.8446,42.8072,32.336,6.6191,0.1851,0.1521
2004-06-03,7.5056,40.8791,32.347,6.3188,0.1878,0.1528
2004-06-04,7.5379,40.8791,32.363,6.3157,0.1935,0.1536
2004-06-07,7.8204,42.4216,32.286,6.5697,0.1904,0.1543
2004-06-08,7.7961,43.5785,32.249,6.7566,0.1539,0.1543
2004-06-09,7.4572,42.4216,32.225,6.5821,0.1329,0.1539
2004-06-10,7.3281,40.8791,32.315,6.3251,0.1586,0.154
2004-06-14,6.9647,38.1018,32.423,5.8757,0.1853,0.1546
2004-06-15,7.1303,37.8376,32.445,5.831,0.2228,0.1558
2004-06-16,6.8543,38.2776,32.445,5.8988,0.162,0.1559
2004-06-17,6.7899,38.9817,32.47,6.0027,0.1311,0.1555
2004-06-18,6.8083,37.6618,32.521,5.7904,0.1758,0.1558
2004-06-21,6.6703,38.2776,32.545,5.8807,0.1343,0.155
2004-06-22,6.9923,38.2776,32.528,5.8838,0.1884,0.155
2004-06-23,7.2683,40.2141,32.531,6.1809,0.1759,0.1555
2004-06-24,7.1671,40.3016,32.458,6.2083,0.1544,0.1559
2004-06-25,7.3327,40.6541,32.411,6.2716,0.1692,0.156
2004-06-28,7.2039,40.3899,32.499,6.214,0.1593,0.1561
2004-06-29,7.4891,40.5657,32.512,6.2386,0.2005,0.1569
2004-06-30,7.6455,42.5897,32.543,6.5436,0.1684,0.1568
2004-07-01,7.3143,42.5897,32.501,6.5521,0.1163,0.1561
2004-07-02,7.1855,40.6541,32.482,6.2579,0.1482,0.156
2004-07-06,6.9003,40.4783,32.508,6.2259,0.1083,0.1554
2004-07-07,7.2131,39.3342,32.492,6.0529,0.1917,0.1563
2004-07-08,7.1303,39.5984,32.513,6.0896,0.1709,0.1565
2004-07-09,7.2223,40.4783,32.515,6.2246,0.1603,0.1566
2004-07-12,6.9831,39.4216,32.498,6.0652,0.1513,0.1569
2004-07-13,7.0199,38.8943,32.367,6.0083,0.1684,0.1574
2004-07-14,6.5875,38.8943,32.57,5.9709,0.1033,0.1569
2004-07-15,6.5323,37.8376,32.767,5.7737,0.1314,0.1566
2004-07-16,6.4495,37.3977,32.652,5.7267,0.1262,0.1568
2004-07-19,6.3943,37.1344,32.664,5.6843,0.1249,0.1566
2004-07-20,6.5323,36.5178,32.755,5.5744,0.1718,0.1568
2004-07-21,6.4219,38.1901,32.715,5.8368,0.1002,0.1556
2004-07-22,6.6335,38.1018,32.765,5.8144,0.1409,0.1555
2004-07-23,6.1827,37.6618,32.815,5.7385,0.0774,0.1548
2004-07-26,6.1091,35.9904,32.875,5.4738,0.1161,0.1551
2004-07-27,6.3023,36.6945,32.897,5.5772,0.13,0.1555
2004-07-28,6.2287,36.6945,32.872,5.5814,0.116,0.1556
2004-07-29,6.4495,36.0778,32.945,5.4755,0.1779,0.1568
2004-07-30,6.5507,37.7502,32.898,5.7375,0.1417,0.1571
2004-08-02,6.5415,37.6618,32.882,5.7268,0.1423,0.1565
2004-08-03,6.5323,38.7175,32.84,5.8949,0.1081,0.156
2004-08-04,6.5507,38.5417,32.921,5.8537,0.1191,0.1559
2004-08-05,6.5507,39.5984,32.934,6.0118,0.0896,0.1549
2004-08-06,6.3299,38.7175,32.904,5.8834,0.0759,0.1535
2004-08-09,6.3483,38.1018,32.894,5.7916,0.0961,0.1529
2004-08-10,6.5507,38.1018,32.884,5.7934,0.1307,0.1526
2004-08-11,6.3851,38.5417,32.938,5.8507,0.0913,0.1514
2004-08-12,6.2931,38.5417,32.908,5.856,0.0746,0.1496
2004-08-13,6.3207,38.5417,32.948,5.8489,0.0807,0.1477
2004-08-16,6.4219,38.1901,32.956,5.7941,0.1083,0.1471
2004-08-17,6.4219,38.5417,32.976,5.8439,0.0989,0.1464
2004-08-18,6.7439,39.4216,32.946,5.9828,0.1272,0.1459
2004-08-19,6.7991,41.1815,32.842,6.2696,0.0845,0.1444
2004-08-20,6.8727,40.8299,32.824,6.2195,0.105,0.143
2004-08-23,6.9463,41.3582,32.85,6.295,0.1035,0.1416
2004-08-24,6.8451,41.3582,32.825,6.2998,0.0866,0.1399
2004-08-25,7.0659,41.3582,32.796,6.3054,0.1206,0.1389
2004-08-26,7.0843,42.7655,32.753,6.5285,0.0851,0.1372
2004-08-27,7.0751,42.2381,32.794,6.4399,0.0986,0.1357
2004-08-30,7.0015,42.3255,32.742,6.4635,0.0832,0.134
2004-08-31,6.9463,41.3582,32.771,6.3102,0.1008,0.1325
2004-09-01,6.8911,41.4456,32.721,6.3332,0.0881,0.1308
2004-09-02,6.9923,40.3899,32.672,6.1811,0.1312,0.1304
2004-09-03,6.4955,39.0701,32.669,5.9797,0.0863,0.1296
2004-09-07,6.5415,39.0701,32.698,5.9744,0.0949,0.1285
2004-09-08,6.4955,38.6301,32.655,5.9149,0.0982,0.1271
2004-09-09,6.7439,38.4543,32.682,5.8831,0.1463,0.1258
2004-09-10,7.0199,39.2458,32.685,6.0036,0.1693,0.1259
2004-09-13,7.0107,40.3899,32.699,6.176,0.1352,0.126
2004-09-14,6.9739,40.0383,32.64,6.1333,0.1371,0.1254
2004-09-15,6.8267,39.95,32.586,6.1299,0.1137,0.125
2004-09-16,6.8267,39.95,32.599,6.1275,0.1141,0.1238
2004-09-17,6.9371,39.4216,32.708,6.0263,0.1511,0.1234
2004-09-20,7.0291,39.7742,32.644,6.0921,0.1538,0.1233
2004-09-21,7.1303,40.4783,32.705,6.1884,0.1522,0.1231
2004-09-22,6.8543,40.3016,32.677,6.1667,0.1115,0.1223
2004-09-23,6.9647,39.51,32.747,6.0326,0.1545,0.1215
2004-09-24,6.7071,38.4543,32.765,5.8682,0.143,0.1211
2004-09-27,6.5875,37.8376,32.766,5.7739,0.1409,0.1215
2004-09-28,6.5323,37.8376,32.783,5.7709,0.1319,0.1212
2004-09-29,6.6151,37.5744,32.772,5.7327,0.1539,0.122
2004-09-30,6.5691,38.1018,32.72,5.8224,0.1282,0.1209
2004-10-01,6.9003,39.1575,32.712,5.9852,0.1529,0.1206
2004-10-04,7.0291,40.0383,32.695,6.123,0.148,0.1204
2004-10-05,6.9187,39.8616,32.686,6.0977,0.1347,0.1201
2004-10-06,6.8727,39.5984,32.686,6.0574,0.1346,0.1196
2004-10-07,6.7347,39.5984,32.685,6.0576,0.1118,0.1197
2004-10-08,6.4863,38.1018,32.646,5.8356,0.1115,0.1194
2004-10-11,6.5691,37.6618,32.613,5.7741,0.1377,0.1196
2004-10-12,6.3483,37.486,32.602,5.749,0.1042,0.1192
2004-10-13,6.3667,37.486,32.65,5.7406,0.1091,0.1182
2004-10-14,6.3391,37.5744,32.651,5.7539,0.1017,0.1182
2004-10-15,6.3759,37.3977,32.657,5.7258,0.1135,0.1178
2004-10-18,6.4035,37.1344,32.668,5.6836,0.1267,0.1186
2004-10-19,6.6059,37.8376,32.657,5.7932,0.1403,0.119
2004-10-20,6.5783,37.6618,32.657,5.7663,0.1408,0.1192
2004-10-21,6.7531,38.0144,32.657,5.8202,0.1603,0.1199
2004-10-22,6.4771,38.0144,32.657,5.8202,0.1129,0.1188
2004-10-25,6.5599,38.0144,32.657,5.8202,0.1271,0.1186
2004-10-26,6.5047,37.1344,32.657,5.6855,0.1441,0.1186
2004-10-27,6.7991,36.8703,,,,0.1188
2004-10-28,6.8451,37.8376,,,,0.1188
2004-10-29,6.9647,38.5417,,,,0.1193
2004-11-01,7.0015,38.6301,,,,0.1201
2004-11-02,7.2131,39.5984,,,,0.1205
2004-11-03,7.3603,41.2698,,,,0.1203
2004-11-04,7.5167,41.7981,,,,0.1208
2004-11-05,7.6179,41.9739,,,,0.1217
2004-11-08,7.4615,42.1497,,,,0.1225
2004-11-09,7.4339,42.0614,,,,0.1228
2004-11-10,7.3327,42.2381,,,,0.1233
2004-11-11,7.3419,40.7415,,,,0.1232
2004-11-12,7.5443,41.3582,,,,0.1241
2004-11-15,7.4983,41.7981,,,,0.1245
2004-11-16,7.4523,42.5897,,,,0.1249
2004-11-17,7.9124,43.7337,,,,0.1258
2004-11-18,8.0688,44.4378,,,,0.1259
2004-11-19,7.7652,44.4378,,,,0.1269
2004-11-22,7.5719,42.4139,,,,0.1276
2004-11-23,7.5259,42.5897,,,,0.1287
2004-11-24,7.6087,43.0296,,,,0.1294
2004-11-26,7.4983,41.534,,,,0.1305
2004-11-29,7.4891,41.2698,,,,0.1305
2004-11-30,7.3327,41.6214,,,,0.1317
2004-12-01,7.5259,40.8299,,,,0.1328
2004-12-02,7.6363,42.2381,,,,0.1338
2004-12-03,7.6179,43.0296,,,,0.1334
2004-12-06,7.7007,43.0296,,,,0.1323
2004-12-07,7.6087,43.2938,,,,0.1322
2004-12-08,7.4523,42.9422,,,,0.132
2004-12-09,7.2959,42.4139,,,,
2004-12-10,7.2407,42.4139,,,,
2004-12-13,7.4063,41.8856,,,,
2004-12-14,7.4615,42.3255,,,,
2004-12-15,7.5075,43.8221,,,,
2004-12-16,7.5443,43.9979,,,,
2004-12-17,7.5443,43.8221,,,,
2004-12-20,7.4615,43.9979,,,,
2004-12-21,7.5443,43.3821,,,,
2004-12-22,7.6179,43.8221,,,,
2004-12-23,7.6639,43.9979,,,,
2004-12-27,7.6363,43.9095,,,,
2004-12-28,7.6455,43.9979,,,,
2004-12-29,7.7744,44.4378,,,,
2004-12-30,7.7928,44.4378,,,,
2004-12-31,7.8112,44.4378,,,,
2005-01-03,7.7283,44.8778,,,,
2005-01-04,7.4339,43.6454,,,,
2005-01-05,7.2867,42.678,,,,
2005-01-06,7.2223,42.2381,,,,
2005-01-07,7.2591,42.0614,,,,
2005-01-10,7.2775,42.678,,,,
2005-01-11,7.1763,42.4139,,,,
2005-01-12,7.2315,41.3582,,,,
2005-01-13,7.0843,41.1815,,,,
2005-01-14,7.2775,41.3582,,,,
2005-01-18,7.4615,43.2054,,,,
2005-01-19,7.2775,41.9739,,,,
2005-01-20,7.2683,42.2381,,,,
2005-01-21,7.2039,41.7981,,,,
2005-01-24,7.0659,41.3582,,,,
2005-01-25,7.1855,41.8856,,,,
2005-01-26,7.4063,43.2938,,,,
2005-01-27,7.5167,43.4696,,,,
2005-01-28,7.5535,43.9979,,,,
2005-01-31,8.0504,45.7577,,,,
2005-02-01,8.1516,46.1976,,,,
2005-02-02,8.2804,47.0775,,,,
2005-02-03,8.032,47.0775,,,,
2005-02-04,8.308,47.0775,,,,
2005-02-07,8.262,47.0775,,,,
2005-02-08,8.3356,47.0775,,,,
2005-02-09,8.216,47.0775,,,,
2005-02-10,8.2712,47.0775,,,,
2005-02-11,8.4644,47.0775,,,,
2005-02-14,8.3908,47.9574,,,,
2005-02-15,8.4276,48.3974,,,,
2005-02-16,8.4092,47.9574,,,,
2005-02-17,8.1424,47.0775,,,,
2005-02-18,8.2528,47.5175,,,,
2005-02-22,8.1516,47.5175,,,,
2005-02-23,8.1884,47.0775,,,,
2005-02-24,8.3632,46.6376,,,,
2005-02-25,8.676,48.3974,,,,
2005-02-28,8.3908,48.3974,,,,
2005-03-01,8.4736,47.7816,,,,
2005-03-02,8.3356,47.6058,,,,
2005-03-03,8.1884,47.0775,,,,
2005-03-04,8.0964,46.1976,,,,
2005-03-07,8.3632,46.4618,,,,
2005-03-08,8.1332,47.2533,,,,
2005-03-09,8.1424,46.6376,,,,
2005-03-10,8.0688,45.7577,,,,
2005-03-11,8.0412,46.1976,,,,
2005-03-14,7.894,45.3177,,,,
2005-03-15,7.8204,44.9652,,,,
2005-03-16,7.8756,45.7577,,,,
2005-03-17,7.9032,44.7894,,,,
2005-03-18,7.8296,44.7894,,,,
2005-03-21,7.7744,44.5253,,,,
2005-03-22,7.6179,44.4378,,,,
2005-03-23,7.6271,44.262,,,,
2005-03-24,7.7099,44.5253,,,,
2005-03-28,7.7744,45.3177,,,,
2005-03-29,7.5903,44.9652,,,,
2005-03-30,7.7007,44.5253,,,,
2005-03-31,7.802,45.3177,,,,
2005-04-01,7.8756,46.286,,,,
2005-04-04,7.7559,45.9335,,,,
2005-04-05,7.7744,45.9335,,,,
2005-04-06,7.7375,45.3177,,,,
2005-04-07,7.7928,45.2294,,,,
2005-04-08,7.94,46.0218,,,,
2005-04-11,7.9124,45.6693,,,,
2005-04-12,7.9216,46.0218,,,,
2005-04-13,7.8388,46.1976,,,,
2005-04-14,7.6547,45.1419,,,,
2005-04-15,7.5351,45.1419,,,,
2005-04-18,7.4615,44.262,,,,
2005-04-19,7.5259,44.0853,,,,
2005-04-20,7.4247,44.0853,,,,
2005-04-21,7.5811,43.6454,,,,
2005-04-22,7.4523,43.6454,,,,
2005-04-25,7.5075,43.8221,,,,
2005-04-26,7.8848,45.4052,,,,
2005-04-27,7.8756,45.9335,,,,
2005-04-28,7.8296,46.6376,,,,
2005-04-29,7.9216,45.6693,,,,
2005-05-02,8.0136,45.6693,,,,
2005-05-03,7.9584,46.0218,,,,
2005-05-04,8.1792,46.1976,,,,
2005-05-05,8.354,47.4291,,,,
2005-05-06,8.2988,48.0458,,,,
2005-05-09,8.3264,48.1332,,,,
2005-05-10,8.1056,48.1332,,,,
2005-05-11,8.0504,47.1659,,,,
2005-05-12,8.0228,47.9574,,,,
2005-05-13,8.2988,48.2216,,,,
2005-05-16,8.2344,48.2216,,,,
2005-05-17,8.2252,47.7816,,,,
2005-05-18,8.308,48.309,,,,
2005-05-19,8.538,49.6298,,,,
2005-05-20,8.5564,49.7172,,,,
2005-05-23,8.4368,48.5732,,,,
2005-05-24,8.538,49.6298,,,,
2005-05-25,8.4092,49.1015,,,,
2005-05-26,8.4552,49.2773,,,,
2005-05-27,8.4736,49.9814,,,,
2005-05-31,8.4736,50.0697,,,,
2005-06-01,8.5564,49.1898,,,,
2005-06-02,8.7312,50.0697,,,,
2005-06-03,8.768,50.7729,,,,
2005-06-06,8.8968,51.1255,,,,
2005-06-07,8.814,50.5971,,,,
2005-06-08,8.8416,51.2129,,,,
2005-06-09,8.9704,51.0371,,,,
2005-06-10,8.9244,51.1255,,,,
2005-06-13,8.6944,50.3553,,,,
2005-06-14,8.6847,50.3553,,,,
2005-06-15,8.6558,50.8173,,,,
2005-06-16,8.8103,51.6484,,,,
2005-06-17,8.8683,52.4805,,,,
2005-06-20,8.9262,52.5723,,,,
2005-06-21,8.8973,51.5566,,,,
2005-06-22,9.0905,52.5723,,,,
2005-06-23,9.1098,52.8496,,,,
2005-06-24,9.0518,52.2959,,,,
2005-06-27,8.9359,52.2031,,,,
2005-06-28,8.9359,52.1103,,,,
2005-06-29,8.82,50.7245,,,,
2005-06-30,8.8103,50.91,,,,
2005-07-01,8.8683,51.4638,,,,
2005-07-05,8.6654,50.2625,,,,
2005-07-06,8.6654,50.4481,,,,
2005-07-07,8.4915,50.4481,,,,
2005-07-08,8.5978,49.7088,,,,
2005-07-11,8.8683,52.4805,,,,
2005-07-12,9.0808,52.7578,,,,
2005-07-13,8.9649,52.4805,,,,
2005-07-14,9.0615,52.6651,,,,
2005-07-15,9.0422,52.2959,,,,
2005-07-18,8.9069,52.2959,,,,
2005-07-19,8.9842,51.9257,,,,
2005-07-20,9.0615,52.1103,,,,
2005-07-21,9.0035,52.1103,,,,
2005-07-22,8.8973,52.5723,,,,
2005-07-25,8.7041,51.8339,,,,
2005-07-26,8.3949,51.372,,,,
2005-07-27,8.2983,49.0613,,,,
2005-07-28,8.3756,49.8006,,,,
2005-07-29,8.2983,49.154,,,,
2005-08-01,8.3273,49.2468,,,,
2005-08-02,8.5881,50.7245,,,,
2005-08-03,8.6268,51.6484,,,,
2005-08-04,8.3563,50.5399,,,,
2005-08-05,8.2693,50.5399,,,,
2005-08-08,8.221,49.3386,,,,
2005-08-09,8.2887,48.9695,,,,
2005-08-10,8.3563,48.7849,,,,
2005-08-11,8.3466,49.5232,,,,
2005-08-12,8.308,49.5232,,,,
2005-08-15,8.2307,48.9695,,,,
2005-08-16,8.0858,48.9695,,,,
2005-08-17,8.1727,48.6921,,,,
2005-08-18,7.9602,48.0456,,,,
2005-08-19,8.0858,47.6754,,,,
2005-08-22,8.1437,48.0456,,,,
2005-08-23,8.0858,48.0456,,,,
2005-08-24,7.9312,47.5836,,,,
2005-08-25,7.9505,47.861,,,,
2005-08-26,8.0182,48.7849,,,,
2005-08-29,7.9602,47.399,,,,
2005-08-30,7.8926,47.2135,,,,
2005-08-31,7.9505,49.8934,,,,
2005-09-01,7.9505,49.8934,,,,
2005-09-02,7.9795,48.5993,,,,
2005-09-06,7.9795,48.2301,,,,
2005-09-07,7.8153,48.0456,,,,
2005-09-08,7.9505,47.9528,,,,
2005-09-09,8.0761,47.6754,,,,
2005-09-12,8.1148,48.6921,,,,
2005-09-13,8.2017,49.4314,,,,
2005-09-14,8.1727,49.8006,,,,
2005-09-15,8.1824,49.8006,,,,
2005-09-16,7.9699,48.5993,,,,
2005-09-19,8.0278,49.154,,,,
2005-09-20,7.9795,49.5232,,,,
2005-09-21,7.8636,49.5232,,,,
2005-09-22,7.6704,48.1374,,,,
2005-09-23,7.709,47.4908,,,,
2005-09-26,7.7283,47.1217,,,,
2005-09-27,7.6124,47.5836,,,,
2005-09-28,7.5351,47.3063,,,,
2005-09-29,7.7767,49.8293,,,,
2005-09-30,7.9409,50.977,,,,
2005-10-03,8.0085,50.4988,,,,
2005-10-04,8.1148,51.6465,,,,
2005-10-05,8.0471,51.8377,,,,
2005-10-06,8.0085,51.3595,,,,
2005-10-07,8.1341,51.5508,,,,
2005-10-10,7.9795,51.5508,,,,
2005-10-11,7.8539,50.5944,,,,
2005-10-12,7.767,49.5424,,,,
2005-10-13,7.767,49.1598,,,,
2005-10-14,7.6607,48.8729,,,,
2005-10-17,7.6704,47.9164,,,,
2005-10-18,7.6414,48.299,,,,
2005-10-19,7.5545,47.3904,,,,
2005-10-20,7.3806,48.1077,,,,
2005-10-21,7.5351,47.0557,,,,
2005-10-24,7.6897,48.1077,,,,
2005-10-25,7.6028,48.5859,,,,
2005-10-26,7.4772,48.5859,,,,
2005-10-27,7.4772,47.4382,,,,
2005-10-28,7.7187,48.2034,,,,
2005-10-31,7.8056,49.7336,,,,
2005-11-01,7.7767,49.5424,,,,
2005-11-02,8.1148,50.4031,,,,
2005-11-03,8.2404,51.1683,,,,
2005-11-04,8.279,51.8377,,,,
2005-11-07,8.308,52.029,,,,
2005-11-08,8.337,52.1247,,,,
2005-11-09,8.5785,52.8898,,,,
2005-11-10,8.5688,53.4637,,,,
2005-11-11,8.5398,54.5157,,,,
2005-11-14,8.4915,54.5157,,,,
2005-11-15,8.5688,54.5157,,,,
2005-11-16,8.4819,54.3244,,,,
2005-11-17,8.7041,53.6549,,,,
2005-11-18,8.8103,54.6114,,,,
2005-11-21,8.8586,55.3765,,,,
2005-11-22,9.1388,55.4721,,,,
2005-11-23,9.1581,57.098,,,,
2005-11-25,9.0711,56.5242,,,,
2005-11-28,8.9745,56.9068,,,,
2005-11-29,8.9842,55.2808,,,,
2005-11-30,9.2547,56.9068,,,,
2005-12-01,9.4479,56.7155,,,,
2005-12-02,9.3706,57.9588,,,,
2005-12-05,9.5155,59.2978,,,,
2005-12-06,9.6025,59.776,,,,
2005-12-07,9.5638,59.776,,,,
2005-12-08,9.4769,59.0109,,,,
2005-12-09,9.4576,58.1501,,,,
2005-12-12,9.4962,58.5327,,,,
2005-12-13,9.4962,59.2978,,,,
2005-12-14,8.9552,58.437,,,,
2005-12-15,9.3899,58.2457,,,,
2005-12-16,9.3706,59.2978,,,,
2005-12-19,9.2644,59.776,,,,
2005-12-20,9.361,59.5847,,,,
2005-12-21,9.5542,60.2542,,,,
2005-12-22,9.5155,57.5619,,,,
2005-12-23,9.7474,61.115,,,,
2005-12-27,9.5445,61.0193,,,,
2005-12-28,9.5445,60.7324,,,,
2005-12-29,9.5542,60.2542,,,,
2005-12-30,9.5735,59.776,,,,
2006-01-03,9.757,60.1586,,,,
2006-01-04,9.8343,60.6368,,,,
2006-01-05,9.9986,61.2106,,,,
2006-01-06,10.4333,62.6453,,,,
2006-01-09,10.5589,65.1319,,,,
2006-01-10,10.2497,63.793,,,,
2006-01-11,10.4139,62.9322,,,,
2006-01-12,10.0855,62.6453,,,,
2006-01-13,10.0372,61.6888,,,,
2006-01-17,9.7667,61.7845,,,,
2006-01-18,9.6121,58.9152,,,,
2006-01-19,9.8633,59.2978,,,,
2006-01-20,9.5349,59.776,,,,
2006-01-23,9.4865,59.1065,,,,
2006-01-24,9.6991,59.2022,,,,
2006-01-25,9.4865,60.7324,,,,
2006-01-26,10.1241,,,,,
2006-01-27,10.4526,,,,,
2006-01-30,10.4719,,,,,
2006-01-31,10.4333,,,,,
2006-02-01,10.327,,,,,
2006-02-02,10.0469,,,,,
2006-02-03,9.9309,60.6368,,,,
2006-02-06,10.1724,63.6017,,,,
2006-02-07,10.0565,62.167,,,,
2006-02-08,10.0952,60.3499,,,,
2006-02-09,10.0179,60.2542,,,,
2006-02-10,9.9019,59.8716,,,,
2006-02-13,9.5928,59.6804,,,,
2006-02-14,9.7184,59.5847,,,,
2006-02-15,9.6701,58.6283,,,,
2006-02-16,9.815,59.6804,,,,
2006-02-17,9.6411,59.0109,,,,
2006-02-21,9.7474,59.3934,,,,
2006-02-22,9.5638,59.2022,,,,
2006-02-23,9.5542,58.1501,,,,
2006-02-24,9.5542,58.3414,,,,
2006-02-27,9.6798,58.2457,,,,
2006-02-28,9.3996,,,,,
2006-03-01,9.7087,57.7675,,,,
2006-03-02,9.6121,59.9673,,,,
2006-03-03,9.4672,59.1065,,,,
2006-03-06,9.361,58.2457,,,,
2006-03-07,9.1291,57.4806,,,,
2006-03-08,9.0711,56.4286,,,,
2006-03-09,9.0808,57.1937,,,,
2006-03-10,9.3127,58.7239,,,,
2006-03-13,9.2837,58.7239,,,,
2006-03-14,9.4479,57.385,,,,
2006-03-15,9.6121,58.437,,,,
2006-03-16,9.274,57.8632,,,,
2006-03-17,9.2547,58.0545,,,,
2006-03-20,9.1581,57.5762,,,,
2006-03-21,9.1678,57.8632,,,,
2006-03-22,9.1774,57.0024,,,,
2006-03-23,9.1774,57.0024,,,,
2006-03-24,9.303,57.1937,,,,
2006-03-27,9.303,57.6719,,,,
2006-03-28,9.2354,58.7239,,,,
2006-03-29,9.5349,59.2022,,,,
2006-03-30,9.7087,60.1586,,,,
2006-03-31,9.7184,61.4019,,,,
2006-04-03,9.9696,61.9758,,,,
2006-04-04,10.0082,61.6888,,,,
2006-04-05,10.1241,,,,,
2006-04-06,10.1918,63.0278,,,,
2006-04-07,10.0758,64.4624,,,,
2006-04-10,10.1145,64.0799,,,,
2006-04-11,9.8633,63.2191,,,,
2006-04-12,10.0372,63.8886,,,,
2006-04-13,10.1918,64.2712,,,,
2006-04-17,10.3367,64.845,,,,
2006-04-18,10.5395,64.9407,,,,
2006-04-19,10.4816,66.3753,,,,
2006-04-20,10.5106,66.8535,,,,
2006-04-21,10.4333,66.2796,,,,
2006-04-24,10.3173,65.2276,,,,
2006-04-25,10.1048,64.0799,,,,
2006-04-26,10.2497,65.9927,,,,
2006-04-27,10.3173,64.2712,,,,
2006-04-28,10.1241,65.1319,,,,
2006-05-01,10.1241,,,,,
2006-05-02,10.1628,64.2712,,,,
2006-05-03,10.3656,64.0799,,,,
2006-05-04,10.5782,64.5581,,,,
2006-05-05,10.8777,65.5145,,,,
2006-05-08,10.781,66.3753,,,,
2006-05-09,10.356,65.0363,,,,
2006-05-10,10.1145,63.6017,,,,
2006-05-11,10.0179,63.6973,,,,
2006-05-12,9.815,62.0714,,,,
2006-05-15,9.6991,60.4455,,,,
2006-05-16,9.6411,59.6804,31.803,9.3828,0.0275,
2006-05-17,9.5445,60.9237,31.572,9.6484,-0.0108,
2006-05-18,9.4576,57.7465,31.851,9.0651,0.0433,
2006-05-19,9.5155,57.7465,31.95,9.037,0.053,
2006-05-22,9.1388,58.1501,32.14,9.0464,0.0102,
2006-05-23,9.1967,58.437,31.99,9.1336,0.0069,
2006-05-24,9.1388,58.3414,32.045,9.103,0.0039,
2006-05-25,9.1581,57.1937,32.125,8.9017,0.0288,
2006-05-26,9.0422,56.9068,32.031,8.8831,0.0179,
2006-05-30,8.9745,57.5762,32.135,8.9585,0.0018,
2006-05-31,9.1484,,32.035,,,
2006-06-01,9.3513,58.7239,32.1,9.147,0.0223,
2006-06-02,9.4576,59.776,31.97,9.3488,0.0116,
2006-06-05,8.9649,57.7675,32.085,9.0023,-0.0042,
2006-06-06,8.9939,58.1501,32.052,9.0712,-0.0085,
2006-06-07,8.8296,57.4806,32.25,8.9117,-0.0092,
2006-06-08,8.7041,53.4637,32.55,8.2125,0.0598,
2006-06-09,8.4819,55.9503,32.44,8.6237,-0.0164,
2006-06-12,8.3273,54.9939,32.542,8.4497,-0.0145,
2006-06-13,8.1824,53.7506,32.675,8.225,-0.0052,
2006-06-14,8.5978,55.5678,32.59,8.5253,0.0085,
2006-06-15,8.8103,54.3244,32.53,8.3499,0.0551,
2006-06-16,8.7813,56.8111,32.54,8.7294,0.0059,
